CVE_ID,Description,Cause1,Cause2,Location,Version,Attacker,Operation,Consequence
CVE-2011-4289,"Moodle 2.0.x before 2.0.3 does not recognize the configuration setting that makes e-mail addresses visible only to course members, which allows remote authenticated users to obtain sensitive address information by reading a full profile page.",does not recognize the configuration setting that makes e-mail addresses visible only to course members,,,Moodle 2.0.x before 2.0.3,remote authenticated users,reading a full profile page,obtain sensitive address information
CVE-2020-26230,"Radar COVID is the official COVID-19 exposure notification app for Spain. In affected versions of Radar COVID, identification and de-anonymization of COVID-19 positive users that upload Radar COVID TEKs to the Radar COVID server is possible. This vulnerability enables the identification and de-anonymization of COVID-19 positive users when using Radar COVID. The vulnerability is caused by the fact that Radar COVID connections to the server (uploading of TEKs to the backend) are only made by COVID-19 positives. Therefore, any on-path observer with the ability to monitor traffic between the app and the server can identify which users had a positive test. Such an adversary can be the mobile network operator (MNO) if the connection is done through a mobile network, the Internet Service Provider (ISP) if the connection is done through the Internet (e.g., a home network), a VPN provider used by the user, the local network operator in the case of enterprise networks, or any eavesdropper with access to the same network (WiFi or Ethernet) as the user as could be the case of public WiFi hotspots deployed at shopping centers, airports, hotels, and coffee shops. The attacker may also de-anonymize the user. For this additional stage to succeed, the adversary needs to correlate Radar COVID traffic to other identifiable information from the victim. This could be achieved by associating the connection to a contract with the name of the victim or by associating Radar COVID traffic to other user-generated flows containing identifiers in the clear (e.g., HTTP cookies or other mobile flows sending unique identifiers like the IMEI or the AAID without encryption). The former can be executed, for instance, by the Internet Service Provider or the MNO. The latter can be executed by any on-path adversary, such as the network provider or even the cloud provider that hosts more than one service accessed by the victim. The farther the adversary is either from the victim (the client) or the end-point (the server), the less likely it may be that the adversary has access to re-identification information. The vulnerability has been mitigated with the injection of dummy traffic from the application to the backend. Dummy traffic is generated by all users independently of whether they are COVID-19 positive or not. The issue was fixed in iOS in version 1.0.8 (uniform distribution), 1.1.0 (exponential distribution), Android in version 1.0.7 (uniform distribution), 1.1.0 (exponential distribution), Backend in version 1.1.2-RELEASE. For more information see the referenced GitHub Security Advisory.",the fact that Radar COVID connections to the server (uploading of TEKs to the backend) are only made by COVID-19 positives,,,affected versions of Radar COVID,,,enables the identification and de-anonymization of COVID-19 positive users
CVE-2018-8905,"In LibTIFF 4.0.9, a heap-based buffer overflow occurs in the function LZWDecodeCompat in tif_lzw.c via a crafted TIFF file, as demonstrated by tiff2ps.",a heap-based buffer overflow,,the function LZWDecodeCompat in tif_lzw.c,LibTIFF 4.0.9,,a crafted TIFF file,
CVE-2016-6136,"Race condition in the audit_log_single_execve_arg function in kernel/auditsc.c in the Linux kernel through 4.7 allows local users to bypass intended character-set restrictions or disrupt system-call auditing by changing a certain string, aka a ""double fetch"" vulnerability.",Race condition,"a ""double fetch"" vulnerability",the audit_log_single_execve_arg function in kernel/auditsc.c,the Linux kernel through 4.7,local users,changing a certain string,bypass intended character-set restrictions or disrupt system-call auditing
CVE-2020-25729,ZoneMinder before 1.34.21 has XSS via the connkey parameter to download.php or export.php.,XSS,,,ZoneMinder before 1.34.21,,the connkey parameter to download.php or export.php,
CVE-2015-1333,Memory leak in the __key_link_end function in security/keys/keyring.c in the Linux kernel before 4.1.4 allows local users to cause a denial of service (memory consumption) via many add_key system calls that refer to existing keys.,Memory leak,,the __key_link_end function in security/keys/keyring.c,the Linux kernel before 4.1.4,local users,many add_key system calls that refer to existing keys,a denial of service (memory consumption)
CVE-2016-9132,"In Botan 1.8.0 through 1.11.33, when decoding BER data an integer overflow could occur, which would cause an incorrect length field to be computed. Some API callers may use the returned (incorrect and attacker controlled) length field in a way which later causes memory corruption or other failure.",an integer overflow,,,Botan 1.8.0 through 1.11.33,,Some API callers may use the returned (incorrect and attacker controlled) length field in a way,memory corruption or other failure
CVE-2019-18209,"templates/pad.html in Etherpad-Lite 1.7.5 has XSS when the browser does not encode the path of the URL, as demonstrated by Internet Explorer.",XSS,,templates/pad.html,Etherpad-Lite 1.7.5,,,
CVE-2012-1016,"The pkinit_server_return_padata function in plugins/preauth/pkinit/pkinit_srv.c in the PKINIT implementation in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.10.4 attempts to find an agility KDF identifier in inappropriate circumstances, which allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted Draft 9 request.",,,The pkinit_server_return_padata function in plugins/preauth/pkinit/pkinit_srv.c in the PKINIT implementation in the Key Distribution Center (KDC),MIT Kerberos 5 (aka krb5) before 1.10.4,remote attackers,a crafted Draft 9 request,a denial of service (NULL pointer dereference and daemon crash)
CVE-2020-35964,track_header in libavformat/vividas.c in FFmpeg 4.3.1 has an out-of-bounds write because of incorrect extradata packing.,an out-of-bounds write,incorrect extradata packing,track_header in libavformat/vividas.c,FFmpeg 4.3.1,,,
CVE-2020-27764,"In /MagickCore/statistic.c, there are several areas in ApplyEvaluateOperator() where a size_t cast should have been a ssize_t cast, which causes out-of-range values under some circumstances when a crafted input file is processed by ImageMagick. Red Hat Product Security marked this as Low severity because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to 6.9.10-69.",there are several areas in ApplyEvaluateOperator() where a size_t cast should have been a ssize_t cast,,/MagickCore/statistic.c,,,,out-of-range values
CVE-2020-29372,"An issue was discovered in do_madvise in mm/madvise.c in the Linux kernel before 5.6.8. There is a race condition between coredump operations and the IORING_OP_MADVISE implementation, aka CID-bc0c4d1e176e.",a race condition,,do_madvise in mm/madvise.c,the Linux kernel before 5.6.8,,between coredump operations and the IORING_OP_MADVISE implementation,
CVE-2020-15231,"In mapfish-print before version 3.24, a user can use the JSONP support to do a Cross-site scripting.",,,,mapfish-print before version 3.24,,use the JSONP support,a Cross-site scripting
CVE-2014-4341,MIT Kerberos 5 (aka krb5) before 1.12.2 allows remote attackers to cause a denial of service (buffer over-read and application crash) by injecting invalid tokens into a GSSAPI application session.,,,,MIT Kerberos 5 (aka krb5) before 1.12.2,remote attackers,injecting invalid tokens into a GSSAPI application session,a denial of service (buffer over-read and application crash)
CVE-2020-15162,"In PrestaShop from version 1.5.0.0 and before version 1.7.6.8, users are allowed to send compromised files. These attachments allowed people to input malicious JavaScript which triggered an XSS payload. The problem is fixed in version 1.7.6.8.",users are allowed to send compromised files,,,PrestaShop from version 1.5.0.0 and before version 1.7.6.8,,,input malicious JavaScript which triggered an XSS payload
CVE-2010-1086,"The ULE decapsulation functionality in drivers/media/dvb/dvb-core/dvb_net.c in dvb-core in Linux kernel 2.6.33 and earlier allows attackers to cause a denial of service (infinite loop) via a crafted MPEG2-TS frame, related to an invalid Payload Pointer ULE.",,,The ULE decapsulation functionality in drivers/media/dvb/dvb-core/dvb_net.c in dvb-core,Linux kernel 2.6.33 and earlier,,a crafted MPEG2-TS frame,a denial of service (infinite loop)
CVE-2013-0290,"The __skb_recv_datagram function in net/core/datagram.c in the Linux kernel before 3.8 does not properly handle the MSG_PEEK flag with zero-length data, which allows local users to cause a denial of service (infinite loop and system hang) via a crafted application.",does not properly handle the MSG_PEEK flag with zero-length data,,The __skb_recv_datagram function in net/core/datagram.c,the Linux kernel before 3.8,local users,a crafted application,a denial of service (infinite loop and system hang)
CVE-2015-4176,"fs/namespace.c in the Linux kernel before 4.0.2 does not properly support mount connectivity, which allows local users to read arbitrary files by leveraging user-namespace root access for deletion of a file or directory.",does not properly support mount connectivity,,fs/namespace.c,the Linux kernel before 4.0.2,local users,leveraging user-namespace root access for deletion of a file or directory,read arbitrary files
CVE-2020-26267,"In affected versions of TensorFlow the tf.raw_ops.DataFormatVecPermute API does not validate the src_format and dst_format attributes. The code assumes that these two arguments define a permutation of NHWC. This can result in uninitialized memory accesses, read outside of bounds and even crashes. This is fixed in versions 1.15.5, 2.0.4, 2.1.3, 2.2.2, 2.3.2, and 2.4.0.",does not validate the src_format and dst_format attributes,,the tf.raw_ops.DataFormatVecPermute API,affected versions of TensorFlow,,The code assumes that these two arguments define a permutation of NHWC,"uninitialized memory accesses, read outside of bounds and even crashes"
CVE-2014-9269,"Cross-site scripting (XSS) vulnerability in helper_api.php in MantisBT 1.1.0a1 through 1.2.x before 1.2.18, when Extended project browser is enabled, allows remote attackers to inject arbitrary web script or HTML via the project cookie.",Cross-site scripting (XSS) vulnerability,,helper_api.php,MantisBT 1.1.0a1 through 1.2.x before 1.2.18,remote attackers,the project cookie,inject arbitrary web script or HTML
